Price,Bedroom,Bathroom,Floors,Parking,Views,Amenities,Interest
550000,5,4,2,2,295,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground']",52
222000,4,5,,1,227,[],19
240000,5,3,2,1,237,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Water Tank', 'Solar Water', 'Water Supply', 'Internet']",7
550000,5,6,3,2,138,['Garage'],87
255000,7,6,4,1,122,['Garage'],36
275000,6,3,2,1,654,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Intercom', 'Internet']",36
630000,5,4,2,2,534,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",35
345000,6,4,3,2,459,"['Garage', 'Lawn', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Intercom', 'Internet']",31
395000,3,3,2,2,1200,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Wifi', 'Water Tank', 'Solar Water', 'Water Supply', 'Internet']",33
125000,2,1,1,1,319,[],30
235000,4,4,3,1,465,"['Solar Water', 'Water Well', 'Water Tank', 'Internet', 'Microwave', 'Garden', 'Garage', 'Balcony', 'Backyard', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Kids Playground']",42
152000,4,2,,1,100,"['Lawn', 'Garden', 'Gym', 'TV Cable', 'Wifi', 'Water Supply', 'CCTV', 'Electricity Backup', 'Maintenance', 'Security Staff', 'Parking', 'Lift', 'Swimming Pool', 'Intercom']",8
276000,7,6,3,1,832,"['Garage', 'Store Room', 'Parking']",29
700000,5,4,,10,671,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",73
500000,4,4,2,2,473,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Intercom', 'Internet']",57
225000,4,3,2,1,805,"['Garage', 'Backyard', 'Garden', 'Frontyard', 'Fencing', 'Drainage', 'Water Tank', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']",8
700000,6,7,3,10,177,"['Parking', 'Garage']",75
180000,5,5,3,1,580,['Garage'],33
275000,6,6,3,2,118,['Garage'],54
330000,5,3,2.5,1,7500,"['Balcony', 'Fencing', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Kids Playground', 'Parking', 'Store Room']",19
210000,4,5,2.5,1,4500,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Parking', 'Store Room']",20
285000,5,4,3,1,6400,"['Balcony', 'Fencing', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",15
155000,4,2,2,1,872,[],32
155000,4,2,,1,497,[],25
420000,7,6,3,3,839,"['Frontyard', 'Garage', 'Solar Water', 'Water Supply', 'Water Well', 'Water Tank', 'Store Room']",22
190000,4,3,3,2,869,[],31
210000,3,2,2.5,1,800,"['Balcony', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Kids Playground', 'Parking', 'Security Staff', 'Store Room']",18
850000,7,8,3,4,672,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Drainage', 'Wifi', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",46
170000,8,3,10,2,706,[],14
185000,3,3,2.5,1,10600,"['Lawn', 'Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",30
170000,4,5,3,1,1200,['Garage'],12
325000,8,6,3,1,862,"['Drainage', 'Water Supply', 'Solar Water', 'Store Room']",43
298000,5,5,3,2,641,"['Balcony', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Store Room']",57
335000,5,5,3,1,837,"['Garage', 'Balcony', 'Drainage', 'Solar Water', 'Water Tank', 'Water Well']",35
299000,7,6,3,2,472,"['Balcony', 'Backyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']",52
490000,6,6,3,2,498,[],85
299000,5,3,2.5,1,4600,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",32
210000,6,6,3,1,550,['Garage'],51
450000,5,5,3,1,179,"['Drainage', 'Water Tank', 'Solar Water', 'Water Supply']",57
335000,6,6,3,1,87,"['Balcony', 'Drainage', 'Solar Water', 'Water Tank']",54
285000,5,5,3,1,143,"['Garage', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well']",4
500000,5,5,3,3,551,"['Frontyard', 'Garden', 'Garage', 'Store Room']",32
350000,5,5,3,2,310,"['Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well']",24
490000,5,5,3,2,490,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Internet', 'Store Room', 'Parking']",26
390000,5,5,3,3,151,"['Garage', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Drainage', 'Solar Water', 'Water Well', 'Water Tank', 'Store Room']",20
290000,6,6,3,1,316,"['Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Water Well', 'Store Room']",37
445000,5,5,3,1,410,"['Balcony', 'Water Supply', 'Drainage', 'Solar Water', 'Water Tank', 'Store Room', 'Parking']",7
298000,5,5,3,1,581,"['Balcony', 'Garage', 'Parking', 'Store Room', 'Solar Water', 'Water Supply', 'Water Well']",61
450000,3,2,13,1,1700,"['Jacuzzi', 'Lawn', 'Garage', 'Air Condition', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Deck', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Cafeteria', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance']",23
387000,6,5,3,3,3800,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",26
390000,6,5,3,3,859,[],33
150000,4,2,1.5,1,11800,"['Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']",45
325000,4,3,2,4,393,"['Lawn', 'Backyard', 'Frontyard', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Internet', 'Parking', 'Store Room']",14
900000,4,2,2.5,3,11300,"['Lawn', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Store Room']",125
210000,6,5,2.5,1,800,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",38
215000,5,3,2.5,1,1200,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",31
225000,6,3,2.5,1,903,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",70
350000,4,4,2,2,2400,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Gym', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet', 'Kids Playground']",54
600000,5,4,2,2,756,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",71
365000,4,3,2,1,359,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Electricity Backup', 'Water Supply', 'Internet']",70
375000,4,3,2,1,1600,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Internet', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup']",48
250000,4,3,2,1,221,"['Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",32
240000,4,3,2,1,198,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",32
355000,4,3,3,1,151,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",75
550000,4,3,,2,125,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Deck', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Parking', 'Electricity Backup', 'Internet', 'Kids Playground']",49
355000,4,4,2,2,297,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'CCTV', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",37
295000,4,3,2,1,110,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet']",25
280000,4,3,2,2,275,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Deck', 'Fencing', 'Modular Kitchen', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'Electricity Backup', 'Internet']",27
450000,4,4,,3,151,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",50
350000,4,4,2,2,305,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",29
575000,4,4,2,4,118,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",66
550000,4,4,2,3,232,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",43
675000,4,4,,4,247,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",74
550000,4,3,2,3,253,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",47
350000,6,3,2,2,210,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'Washing Machine', 'TV Cable', 'Wifi', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",19
360000,5,4,2,2,197,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Microwave', 'Garden', 'Frontyard', 'Fencing', 'Deck', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Cafeteria', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",34
260000,4,3,2,2,177,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Internet', 'Kids Playground']",1
475000,5,4,2,3,100,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Garden', 'Frontyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Tank', 'Water Well', 'Solar Water', 'Water Supply', 'Electricity Backup', 'Internet', 'Kids Playground']",83
182000,5,5,3,1,298,"['Parking', 'Drainage', 'Water Supply', 'Water Tank']",10
260000,6,5,3,1,494,"['Parking', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",47
390000,5,5,3,2,495,"['Garage', 'Garden', 'Water Supply', 'Drainage', 'Store Room', 'Parking']",40
335000,5,5,3,2,300,"['Modular Kitchen', 'Water Supply', 'Solar Water', 'Drainage', 'Water Well', 'Water Tank', 'Parking', 'Internet']",35
399000,5,6,3,2,147,"['Water Supply', 'Drainage', 'Solar Water', 'Water Tank']",51
180000,3,2,4,1,9300,"['Lawn', 'Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Cafeteria', 'Electricity Backup', 'Intercom', 'Internet', 'Kids Playground', 'Lift', 'Maintenance', 'Parking', 'Security Staff', 'Store Room', 'Jacuzzi']",24
325000,8,7,4,1,190,"['Water Supply', 'Drainage', 'Solar Water']",77
290000,5,5,3,2,180,"['Garden', 'Water Supply', 'Solar Water', 'Drainage', 'Parking']",50
360000,5,5,3,1,178,"['Garden', 'Water Supply', 'Water Tank', 'Solar Water', 'Drainage']",39
475000,4,5,3,3,215,"['Garage', 'Balcony', 'Air Condition', 'Garden', 'Frontyard', 'Parking', 'Store Room', 'Water Supply', 'Solar Water', 'Drainage']",43
150000,5,3,2.5,1,6900,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",42
200000,6,3,2.5,2,4600,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",0
230000,6,5,3,1,510,"['Garage', 'Water Supply', 'Drainage']",18
185000,5,2,2.5,1,597,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",41
245000,6,5,3,1,200,"['Garage', 'Modular Kitchen', 'Water Supply', 'Drainage']",35
238000,6,6,3,1,332,"['Garage', 'Parking', 'Drainage', 'Water Tank', 'Water Supply']",19
390000,6,6,3,2,501,"['Balcony', 'Frontyard', 'Modular Kitchen', 'Drainage', 'Solar Water', 'Water Supply', 'Water Tank', 'Store Room', 'Parking']",40
310000,5,5,3,1,603,"['Balcony', 'Garage', 'Water Supply', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Parking']",27
290000,6,5,3,1,396,"['Balcony', 'Garage', 'Parking']",20
250000,6,5,3,1,404,"['Balcony', 'Garage', 'Drainage', 'Water Supply']",21
560000,5,5,3,2,526,"['Garage', 'Air Condition', 'Balcony', 'Drainage', 'Washing Machine', 'Store Room', 'Parking']",89
675000,5,5,3,3,629,"['Garage', 'Air Condition', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Microwave', 'Water Supply', 'Solar Water', 'Drainage', 'Water Tank', 'Store Room', 'Parking', 'Security Staff']",96
375000,6,6,3,1,119,"['Garage', 'Balcony']",69
350000,6,5,3,1,585,"['Balcony', 'Modular Kitchen', 'Store Room', 'Drainage', 'Garage']",60
220000,5,3,2.5,2,6200,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",29
195000,5,3,2.5,2,2300,"['Balcony', 'Fencing', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",7
170000,5,3,2.5,2,740,"['Drainage', 'Water Well', 'Electricity Backup', 'Parking']",9
175000,6,4,2.5,1,5700,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",10
175000,5,3,2.5,1,1200,"['Balcony', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",16
190000,4,3,,1,1400,[],31
220000,5,2,2.5,1,13100,"['TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking']",29
175000,5,4,3,1,1200,"['Backyard', 'Fencing', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']",53
180000,4,3,2,1,1800,[],9
340000,5,4,,1,576,"['Balcony', 'Backyard', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking', 'Store Room']",62
210000,4,3,2,1,566,[],40
170000,4,3,2.5,1,1800,"['Drainage', 'Solar Water', 'Water Tank', 'Water Well', 'Internet', 'Parking']",34
170000,8,3,2.5,1,2800,"['Electricity Backup', 'Internet', 'Parking']",19
160000,4,3,,1,998,"['Balcony', 'Water Tank', 'Water Supply', 'Drainage']",34
115000,2,1,1,1,651,"['TV Cable', 'Solar Water', 'Water Tank', 'Water Well', 'Washing Machine']",30
197000,4,4,3,2,1200,"['Garage', 'Backyard', 'Balcony']",31
290000,6,5,3,1,323,"['Water Tank', 'Garage']",17
450000,6,6,3,3,490,"['Garage', 'Balcony', 'Modular Kitchen', 'Solar Water', 'Water Tank', 'Store Room', 'Parking']",39
360000,4,5,3,3,448,"['Garage', 'Garden', 'Balcony', 'Drainage', 'Water Tank', 'Solar Water', 'Water Supply', 'Store Room', 'Parking']",65
355000,5,5,3,2,449,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Parking', 'Store Room']",33
155000,4,2,,1,971,"['Water Supply', 'Wifi', 'Balcony', 'Store Room']",63
400000,5,5,3,3,544,"['Balcony', 'Frontyard', 'Water Supply', 'Drainage', 'Solar Water']",33
200000,3,2,3,1,1600,"['Balcony', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'CCTV', 'Electricity Backup', 'Internet', 'Kids Playground', 'Maintenance', 'Parking', 'Security Staff', 'Jacuzzi']",28
180000,5,3,3,1,871,"['Balcony', 'Garden', 'Garage', 'Parking', 'Drainage', 'Water Tank', 'Store Room', 'Modular Kitchen']",28
255000,5,6,3,1,485,['Garage'],33
680000,5,5,3,4,475,"['Garage', 'Air Condition', 'Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Store Room', 'Parking']",93
215000,6,5,3,1,456,"['Garage', 'Drainage', 'Solar Water']",22
800000,4,4,3,4,415,"['Air Condition', 'Lawn', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Supply', 'Solar Water', 'Drainage', 'Water Well', 'Water Tank', 'Parking', 'Store Room']",102
199000,6,5,3,1,361,"['Garage', 'Balcony']",17
575000,6,5,3,6,286,"['Garage', 'Lawn', 'Balcony', 'Frontyard', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Internet', 'Parking', 'Store Room']",65
660000,5,5,3,4,428,"['Garage', 'Air Condition', 'Lawn', 'Balcony', 'Backyard', 'Frontyard', 'Fencing', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Wifi', 'Solar Water', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room', 'Security Staff']",68
299000,7,5,3,1,181,"['Balcony', 'Garage', 'TV Cable', 'Solar Water', 'Drainage', 'Water Supply', 'Water Well', 'Internet']",22
299000,7,7,3,1,128,"['Garage', 'Water Well', 'Internet', 'Store Room', 'Water Tank', 'Solar Water', 'Drainage', 'Wifi', 'Water Supply', 'TV Cable']",43
335000,4,4,3,1,375,"['Garage', 'Air Condition', 'Balcony', 'TV Cable', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank', 'Parking']",19
375000,5,4,,1,14200,"['Balcony', 'Garden', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Store Room']",30
230000,3,2,3,3,580,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Tank', 'Internet', 'Parking', 'Store Room']",34
206000,5,3,3,1,992,"['Garage', 'Water Supply', 'Drainage']",13
260000,5,3,3,1,396,"['Wifi', 'Water Tank', 'Water Supply', 'Balcony', 'Water Well', 'TV Cable']",5
650000,5,5,,3,144,"['Garage', 'Air Condition', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Drainage', 'Wifi', 'Water Supply', 'Solar Water', 'Water Well', 'Water Tank', 'CCTV', 'Internet', 'Parking', 'Security Staff', 'Maintenance']",60
450000,4,5,3,3,303,"['Garden', 'Drainage', 'Water Supply', 'Solar Water', 'TV Cable']",77
285000,8,3,3,1,684,"['Balcony', 'Garden', 'Drainage', 'Water Supply', 'Water Well', 'Electricity Backup', 'Parking']",22
110000,2,1,1,1,1100,"['Parking', 'Water Tank', 'Water Well', 'Drainage']",8
192000,4,5,3,1,5500,"['Backyard', 'Balcony', 'Frontyard', 'Gym', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Washing Machine', 'Solar Water', 'Water Well', 'Cafeteria']",7
360000,5,5,3,2,107,"['Garage', 'Balcony', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water']",36
205000,4,4,,1,318,"['Garage', 'Drainage']",26
180000,4,4,3,1,646,['Drainage'],1
720000,5,5,3,4,332,"['Garage', 'Lawn', 'Balcony', 'Frontyard', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water']",64
230000,6,5,3,1,589,"['Garage', 'Drainage', 'TV Cable', 'Water Supply']",20
199000,6,4,3,1,2700,['Garage'],6
400000,7,8,4,2,157,['Garage'],57
215000,5,5,3,1,217,['Garage'],11
345000,6,3,2,2,1100,[],47
